initial_q50,initial_cv,initial_minmax_ratio,initial_nmadydt,final_q50,final_cv,final_minmax_ratio,final_nmadydt,cv_total,minmax_ratio_total,nmadydt_total,prob_stochastic,pred_label
0.016051967646952357,0.5662933926902799,0.13327771210867997,0.1306835348797629,0.016051967645502697,2.1613842167876006e-16,1.0,0.0,8.578223008233437,1.3910846268746424e-05,926.2020102550314,0.9636363636363636,1
29.338501515368275,0.12861525511469404,0.5010340242634378,0.010224722677477247,30.08492922564456,1.1808948102068428e-16,1.0,0.0,0.04711283414480337,0.5004166666666955,0.0010866788830742032,1.0,1
13.304171219663452,0.4678854785045745,0.23122282099357747,0.03426037231173034,30.034319167361787,1.2082236267188148e-14,0.9999999999999343,2.0324658316241593e-15,0.19103644295740976,0.19697009580915925,0.0019717977648504065,1.0,1
7.160043387707557,0.6501412806834224,0.060397930453489415,0.04864967239988392,0.00037528035686047446,1.0405739730929734e-10,0.9999999994883834,5.118110161363991e-12,3.385738491500265,2.4709874950894458e-05,106.20755542911677,0.9282601937941223,1
5.377998491999579,0.4934826246439814,0.21946601371807925,0.06373845215776607,30.109024192026432,1.2664353354824802e-13,0.9999999999993687,6.518712315340754e-15,0.28171110807232497,0.10527090987835433,0.0023686282799525024,1.0,1
15.900708307678801,0.2682470720639366,0.3193697057462204,0.026491702453658183,6.323690189008321e-08,1.2933923241399486e-06,0.9999935440219504,6.458593713280112e-08,2.688504109401202,3.2103681753600467e-09,249418.3213097118,0.9195250700767896,1
0.4807350971214902,0.1050646481456244,0.25053228760182294,0.015023771300449197,0.4807364398213694,2.3094214056986836e-16,1.0,0.0,2.536045350054338,0.00462863210557675,0.6344195696234524,0.937934658729317,1
0.3116454608671319,0.25713421813621784,0.2766162379654121,0.02022750311979676,20.801545499868247,0.1645701671211269,0.5650573431358051,0.005800554926821594,0.8420485953560903,0.0010034676562088853,0.015100357224374174,0.8148941512098149,1
114.66436369980984,0.20801400605130085,0.0010355939687150834,0.02103992635124188,2.5841900169269487,0.3144444199525494,0.3328727612500403,0.011563096207693153,1.0497202318124308,0.0010355939687150834,0.02708584612399988,0.9636363636363636,1
0.4883409597887221,0.4203436340901712,0.15265803776057538,0.027376320865168564,1.8964429111599808,0.030536202340558146,0.8994963641855327,0.0010736746620877192,0.5752999948231635,0.019332821475175163,0.010685531103891416,1.0,1
4.758029470973444,0.07465770481844577,0.2531300000001581,0.015008712990749932,4.758029471022818,0.0,1.0,0.0,8.169609786316322,9.004899153259387e-05,36.206659983751415,0.7856434866459144,1
293.38501515368273,0.12861525511469804,0.5010340242634236,0.010224722677477465,300.84929225644123,1.8894316963310325e-16,1.0,0.0,0.04711283414480387,0.5004166666666878,0.0010866788830742543,0.0,0
112.39477898777069,0.3319064973694993,0.34749393500149467,0.02580380366972098,298.01522592648104,0.00018165214596701934,0.9993493758962045,6.5075664090433916e-06,0.22453737575002072,0.20880642561569365,0.0019466313535746315,0.1317191080116104,0
132.18810962010625,0.10621473172701246,0.6791390779308997,0.010234435261596323,2.3182777943846538,0.01840969927476232,0.9368054421713069,0.0006629106159278125,1.5338702148566434,0.01599981077564456,0.0724322457412956,0.6902582103064439,1
29.94368633153624,0.4135265539354502,0.2808293792329641,0.049907951153707664,294.72118011836926,0.0005490687589660249,0.9980320224154038,1.969051746884675e-05,0.4474370149612602,0.0860282774336161,0.002563948364828499,0.13562246830508135,0
200.44922150356098,0.120347012463566,0.5728397411150326,0.010965652124440685,0.2447936606282806,0.05323785053307184,0.829877912201984,0.0019495715265868806,1.5881426490207868,0.001107231135833153,0.37264873349199884,0.0,0
1047.0152125972688,0.14810797457931657,0.0011432842522100723,0.020375020783254667,9.907893879090219,0.06621116165126112,0.7939146216228301,0.002438487176704898,1.152749073194313,0.0011432842522100723,0.051957812745411475,0.0,0
2.0996646326991932,0.2131355412717948,0.4501476291364712,0.014010893889851267,4.672868379984834,0.15112143291344082,0.601270056341721,0.005629785900860496,1.6903448089099251,0.0028166184819977415,0.20648082169846982,0.5944661810687151,1
18592.111308279604,0.5698410278245115,3.798023069272921e-05,0.034106472850273455,145.93519420930687,0.5921354531929042,0.12292036666800449,0.025706983363620643,1.0811339767397428,3.0449831801296562e-05,0.02879191972204381,0.0,0
21.680404346174083,0.5591522506565983,0.02922962393851654,0.03689744622861249,78.01606204747995,0.22903807107564297,0.4663806876508973,0.00867097672130288,1.3044995116611477,0.00042972861471171154,0.06652565466061934,0.8267768002268184,1
1.1827658765036768,0.007611034667700922,0.9736032860085441,0.0005376102625907495,167.06610085424614,0.030844717748043572,0.8977634571903779,0.001099916470253536,0.7691978025534983,0.002194103291790704,0.010715613802915101,0.35604572766779796,0
21.23530104713472,0.41848871200429805,0.04023078741682803,0.02706261937210969,110.26275857605235,0.03723474565685025,0.8784854979755454,0.0013260206822914445,0.5595034632883109,0.005333447306110852,0.0064230850247743694,0.918244828919217,1
10.752932201944787,0.4883433461538996,0.06416825174278733,0.032669879765651555,92.33087553699325,0.07632308307812519,0.7657191226867308,0.0026392278284870026,0.588517666239834,0.011579340696824742,0.005947922655645988,0.7655220670315901,1
