time,rmr,em,rmp,rmq,rmt,mg3,mg2,mg1,et,rmm,zmm,zmr,rmg2,zmp,zmq,zmt,rmg3,g3,g2,g1,rmg1,mt,mm,q,p,si,mq,mp,mr,r,a
0.0,636.8834140344209,6280.763121336224,0.0,2003.0823195737614,54.60276858689582,33.92397566889606,37.6933062987734,41.462636928650745,6280.763121336222,54.60276858689582,0.0,0.0,148.71271412245721,0.0,0.0,0.0,133.8414427102115,1644.6856251027064,1827.4284723363403,2010.1713195699745,163.58398553470295,13.83983133689645,13.83983133689645,230407.4662763309,0.0,128.40457623652202,507.70908095442775,0.0,52.88591040094064,13.433165820886776,9.183255033838888
1.0,646.4372715873112,6274.832528152544,0.0,2013.7776101118723,55.60276858689582,31.923975668896063,32.6933062987734,40.462636928650745,6270.352478295203,57.60276858689582,0.0,0.0,135.71271412245721,0.0,0.0,0.0,127.84144271021151,1616.3030911853255,1782.8623534025664,1990.5688897356513,163.58398553470295,13.83983133689645,14.83983133689645,229969.46125376996,0.0,128.40457623652202,492.3834277468431,0.0,53.88591040094064,13.433165820886776,8.183255033838888
2.0,649.7237485978834,6266.797050060333,0.0,2011.4066486360373,55.60276858689582,23.923975668896063,28.6933062987734,34.462636928650745,6262.411679910043,55.60276858689582,0.0,0.0,122.71271412245721,0.0,0.0,0.0,105.84144271021151,1548.20651509841,1720.0218737931518,1933.9374289668356,143.58398553470295,13.83983133689645,13.83983133689645,229618.35775257825,0.0,128.40457623652202,491.84170806024065,0.0,53.88591040094064,13.433165820886776,8.183255033838888
3.0,621.0135653371159,6266.512385755185,0.0,1994.664829844429,51.60276858689582,21.923975668896063,23.6933062987734,32.462636928650745,6249.568641977312,57.60276858689582,0.0,0.0,100.71271412245721,0.0,0.0,0.0,92.84144271021151,1456.2840223674257,1613.1913951738052,1862.8730826506726,138.58398553470295,12.83983133689645,12.83983133689645,229368.63287752733,0.0,128.40457623652202,504.72359208995186,0.0,53.88591040094064,12.433165820886776,7.183255033838888
4.0,625.4274930959358,6265.69044712588,0.0,2008.1903171938686,49.60276858689582,20.923975668896063,20.6933062987734,30.462636928650745,6233.402878055982,56.60276858689582,0.0,0.0,88.71271412245721,0.0,0.0,0.0,83.84144271021151,1372.2142992992708,1511.495581300408,1782.7802744627372,120.58398553470295,12.83983133689645,14.83983133689645,229194.2201800379,0.0,128.40457623652202,491.1029361127031,0.0,51.88591040094064,13.433165820886776,8.183255033838888
5.0,626.9140805850546,6267.64785274763,0.0,2008.5220989322875,50.60276858689582,19.923975668896063,19.6933062987734,26.462636928650745,6220.325744304001,57.60276858689582,0.0,0.0,81.71271412245721,0.0,0.0,0.0,80.84144271021151,1296.8849701719137,1413.4213816317495,1700.465424757319,112.58398553470295,11.83983133689645,14.83983133689645,229044.54955400949,0.0,127.40457623652202,491.1963631534735,0.0,51.88591040094064,13.433165820886776,8.183255033838888
6.0,627.4734274396524,6268.481969323493,0.0,2009.3582413706163,49.60276858689582,17.923975668896063,18.6933062987734,23.462636928650745,6206.420309092474,56.60276858689582,0.0,0.0,77.71271412245721,0.0,0.0,0.0,73.84144271021151,1220.6294862680847,1324.6229025554273,1599.9932445984284,96.58398553470295,12.83983133689645,13.83983133689645,228941.53869744623,0.0,127.40457623652202,491.40770881868474,0.0,51.88591040094064,13.433165820886776,8.183255033838888
7.0,619.6143047072417,6272.695364372839,0.0,2010.6257786567921,50.60276858689582,15.923975668896063,17.6933062987734,20.462636928650745,6196.177750600958,57.60276858689582,0.0,0.0,74.71271412245721,0.0,0.0,0.0,64.84144271021151,1139.4706063578901,1245.499906674744,1488.6490947274397,82.58398553470295,11.83983133689645,13.83983133689645,228885.09515181967,0.0,126.40457623652202,491.71920790137887,0.0,50.88591040094064,13.433165820886776,8.183255033838888
8.0,625.1577756498673,6283.870358440193,0.0,2012.0011753761282,49.60276858689582,14.923975668896063,17.6933062987734,18.462636928650745,6184.213267540162,60.60276858689582,0.0,0.0,72.71271412245721,0.0,0.0,0.0,61.84144271021151,1066.4580019877526,1176.2290494888741,1384.5980063005732,76.58398553470295,11.83983133689645,14.83983133689645,228844.4495901905,0.0,127.40457623652202,492.0550808211546,0.0,51.88591040094064,13.433165820886776,8.183255033838888
9.0,608.6862572908951,6303.832349506142,0.0,1999.348052075555,50.60276858689582,13.923975668896063,16.6933062987734,17.462636928650745,6175.566894183172,63.60276858689582,0.0,0.0,67.71271412245721,0.0,0.0,0.0,57.84144271021151,1003.5507363617422,1115.3358102500367,1293.1466493451096,70.58398553470295,11.83983133689645,15.83983133689645,228823.63292662578,0.0,125.40457623652202,506.915984516597,0.0,49.88591040094064,13.433165820886776,9.183255033838888
10.0,603.3478545773268,6326.850673604676,0.0,2001.3248375811384,54.60276858689582,12.923975668896063,15.6933062987734,16.462636928650745,6177.6230257531215,64.60276858689582,0.0,0.0,59.712714122457214,0.0,0.0,0.0,49.84144271021151,934.5658124692869,1048.0274713936096,1207.2013679791148,65.58398553470295,14.83983133689645,15.839831336896452,228845.8923104324,0.0,125.40457623652202,507.409235899461,0.0,49.88591040094064,13.433165820886776,9.183255033838888
