time,rmr,em,rmp,rmq,rmt,mg3,mg2,mg1,et,rmm,zmm,zmr,rmg2,zmp,zmq,zmt,rmg3,g3,g2,g1,rmg1,mt,mm,q,p,si,mq,mp,mr,r,a
0.0,636.8834140344209,6280.763121336224,0.0,2003.0823195737614,54.60276858689582,33.92397566889606,37.6933062987734,41.462636928650745,6280.763121336222,54.60276858689582,0.0,0.0,148.71271412245721,0.0,0.0,0.0,133.8414427102115,1644.6856251027064,1827.4284723363403,2010.1713195699745,163.58398553470295,13.83983133689645,13.83983133689645,230407.4662763309,0.0,128.40457623652202,507.70908095442775,0.0,52.88591040094064,13.433165820886776,9.183255033838888
1.0,662.6677353072845,6261.742350389284,0.0,2013.8799886938748,55.60276858689582,29.923975668896063,34.6933062987734,37.462636928650745,6270.702619612397,51.60276858689582,0.0,0.0,141.71271412245721,0.0,0.0,0.0,123.84144271021151,1608.1555359371673,1795.2975393312515,1961.8658955335538,149.58398553470295,13.83983133689645,13.83983133689645,229982.46393453892,0.0,128.40457623652202,492.4070276289151,0.0,55.88591040094064,13.433165820886776,8.183255033838888
2.0,673.8740744077785,6248.356122894749,0.0,2027.7409801885867,55.60276858689582,26.923975668896063,31.6933062987734,33.462636928650745,6261.348449126623,53.60276858689582,0.0,0.0,134.71271412245721,0.0,0.0,0.0,109.84144271021151,1537.5109383082906,1739.8189938084622,1888.4187786712437,140.58398553470295,13.83983133689645,12.83983133689645,229615.88061678526,0.0,128.40457623652202,475.051070581669,0.0,55.88591040094064,13.433165820886776,7.183255033838888
3.0,691.1785918422357,6237.207467167055,0.0,2038.4751170644925,47.60276858689582,23.923975668896063,27.6933062987734,29.462636928650745,6234.241168407108,54.60276858689582,0.0,0.0,123.71271412245721,0.0,0.0,0.0,103.84144271021151,1478.9190143624708,1686.2893622142049,1814.4847505097107,126.58398553470295,11.83983133689645,12.83983133689645,229276.47363618092,0.0,129.40457623652202,464.1108817448856,0.0,53.88591040094064,14.433165820886776,8.183255033838888
4.0,688.2003559414138,6226.840912008469,0.0,2038.9006841400405,49.60276858689582,20.923975668896063,24.6933062987734,24.462636928650745,6212.736311123877,54.60276858689582,0.0,0.0,115.71271412245721,0.0,0.0,0.0,101.84144271021151,1426.7024888622311,1625.910229383867,1731.149764085954,115.58398553470295,10.83983133689645,12.83983133689645,228965.94638122543,0.0,128.40457623652202,464.2324815819067,0.0,52.88591040094064,14.433165820886776,8.183255033838888
5.0,698.7792319738764,6221.875795120032,0.0,2055.7907888779678,55.60276858689582,18.923975668896063,23.6933062987734,23.462636928650745,6205.94591215558,56.60276858689582,0.0,0.0,104.71271412245721,0.0,0.0,0.0,86.84144271021151,1343.7954535026531,1542.5438514955888,1627.090168072897,103.58398553470295,11.83983133689645,11.83983133689645,228726.65106476794,0.0,128.40457623652202,448.475003297192,0.0,53.88591040094064,14.433165820886776,7.183255033838888
6.0,716.1366013935224,6220.119261967751,0.0,2082.541307265534,57.60276858689582,17.923975668896063,21.6933062987734,19.462636928650745,6202.403501367543,58.60276858689582,0.0,0.0,99.71271412245721,0.0,0.0,0.0,86.84144271021151,1275.2568280296439,1463.9212286761824,1519.7941988504174,92.58398553470295,11.83983133689645,12.83983133689645,228505.23604884295,0.0,127.40457623652202,425.01351667203033,0.0,51.88591040094064,15.433165820886776,7.183255033838888
7.0,712.5434746932399,6230.954801125908,0.0,2085.4943008724276,58.60276858689582,15.923975668896063,20.6933062987734,16.462636928650745,6200.957125542925,64.60276858689582,0.0,0.0,101.71271412245721,0.0,0.0,0.0,80.84144271021151,1207.1591770259274,1402.9897989697156,1412.0186881475518,82.58398553470295,11.83983133689645,12.83983133689645,228293.97273530954,0.0,127.40457623652202,425.62466230424275,0.0,50.88591040094064,15.433165820886778,7.183255033838888
8.0,699.2559786361753,6261.704131315905,0.0,2073.701796786162,56.60276858689582,13.923975668896063,18.6933062987734,15.462636928650745,6196.494832230445,72.60276858689582,0.0,0.0,93.71271412245721,0.0,0.0,0.0,73.84144271021151,1145.547371301663,1347.6231969288538,1317.751403128303,75.58398553470295,11.83983133689645,14.83983133689645,228104.7323102845,0.0,127.40457623652202,441.7378578044311,0.0,49.88591040094064,15.433165820886778,8.183255033838888
9.0,716.3968860641007,6294.296387612562,0.0,2092.6529513870364,55.60276858689582,13.923975668896063,17.6933062987734,13.462636928650745,6190.357619418708,74.60276858689582,0.0,0.0,86.71271412245721,0.0,0.0,0.0,65.84144271021151,1071.5127348593521,1278.4389406274674,1212.9393482015698,65.58398553470295,11.83983133689645,15.83983133689645,227969.8315985241,0.0,126.40457623652202,427.0928638321067,0.0,51.88591040094064,15.433165820886778,7.183255033838888
10.0,712.7029024276594,6332.07518497494,0.0,2096.167489930494,60.60276858689582,12.923975668896063,17.6933062987734,12.462636928650745,6194.399665484739,77.60276858689582,0.0,0.0,85.71271412245721,0.0,0.0,0.0,63.84144271021151,1006.5522746580959,1219.3966782275077,1122.6032835310396,63.58398553470295,12.83983133689645,15.83983133689645,227829.2776413297,0.0,126.40457623652202,427.81216313656864,0.0,50.88591040094064,15.433165820886778,7.183255033838888
