time,rmr,em,rmp,rmq,rmt,mg3,mg2,mg1,et,rmm,zmm,zmr,rmg2,zmp,zmq,zmt,rmg3,g3,g2,g1,rmg1,mt,mm,q,p,si,mq,mp,mr,r,a
0.0,636.8834140344209,6280.763121336224,0.0,2003.0823195737614,54.60276858689582,33.92397566889606,37.6933062987734,41.462636928650745,6280.763121336222,54.60276858689582,0.0,0.0,148.71271412245721,0.0,0.0,0.0,133.8414427102115,1644.6856251027064,1827.4284723363403,2010.1713195699745,163.58398553470295,13.83983133689645,13.83983133689645,230407.4662763309,0.0,128.40457623652202,507.70908095442775,0.0,52.88591040094064,13.433165820886776,9.183255033838888
1.0,624.0873100114759,6268.617950701214,0.0,1998.652337897491,56.60276858689582,29.923975668896063,33.6933062987734,38.462636928650745,6274.938042670804,53.60276858689582,0.0,0.0,134.71271412245721,0.0,0.0,0.0,121.84144271021151,1591.2127706070148,1766.724306872383,1953.8447873564512,153.58398553470295,13.83983133689645,13.83983133689645,230035.08923262713,0.0,128.40457623652202,505.6599327013778,0.0,54.88591040094064,12.433165820886776,7.183255033838888
2.0,602.4886599798543,6263.257389377606,0.0,1977.2532868477267,55.60276858689582,25.923975668896063,30.6933062987734,37.462636928650745,6269.446451229966,55.60276858689582,0.0,0.0,125.71271412245721,0.0,0.0,0.0,105.84144271021151,1528.1412588039632,1713.56638870913,1916.783623868317,149.58398553470295,13.83983133689645,14.83983133689645,229703.54628266284,0.0,128.40457623652202,522.1812031250325,0.0,52.88591040094064,12.433165820886776,8.183255033838888
3.0,595.491917155741,6264.570116601408,0.0,1974.4197569737003,56.60276858689582,23.923975668896063,29.6933062987734,34.462636928650745,6268.391617579715,57.60276858689582,0.0,0.0,114.71271412245721,0.0,0.0,0.0,93.84144271021151,1451.9569932785134,1647.6616713763015,1862.1393289940602,137.58398553470295,14.83983133689645,14.839831336896452,229445.12277814467,0.0,128.40457623652202,521.4663230339842,0.0,52.88591040094064,12.433165820886776,8.183255033838888
4.0,585.7745616308157,6271.981917106588,0.0,1972.4764736296875,54.60276858689582,22.923975668896063,26.6933062987734,32.462636928650745,6264.518529460832,59.60276858689582,0.0,0.0,103.71271412245721,0.0,0.0,0.0,88.84144271021151,1379.2496648268866,1571.117734408835,1792.865096014229,125.58398553470295,14.83983133689645,15.839831336896452,229246.76173504052,0.0,128.40457623652202,520.9782166725383,0.0,51.88591040094064,12.433165820886776,8.183255033838888
5.0,582.6700702406587,6283.230086658879,0.0,1971.346399452319,52.60276858689582,19.923975668896063,24.6933062987734,29.462636928650745,6257.9798905599055,60.60276858689582,0.0,0.0,94.71271412245721,0.0,0.0,0.0,77.84144271021151,1297.033539412924,1489.9068952768841,1709.4652867712418,112.58398553470295,12.83983133689645,15.839831336896452,229112.66771753447,0.0,128.40457623652202,520.6963315670249,0.0,51.88591040094064,12.433165820886776,8.183255033838888
6.0,610.8657715293741,6280.7095379359935,0.0,1989.3216116729027,49.60276858689582,18.923975668896063,22.6933062987734,27.462636928650745,6244.191894034995,54.60276858689582,0.0,0.0,84.71271412245721,0.0,0.0,0.0,73.84144271021151,1227.8603521783132,1410.2108098393269,1631.864563346579,103.58398553470295,12.83983133689645,13.839831336896452,229012.83931237724,0.0,127.40457623652202,504.387154221145,0.0,51.88591040094064,13.433165820886776,9.183255033838888
7.0,612.0103193856879,6278.086547246558,0.0,1990.7428613302195,52.60276858689582,16.923975668896063,20.6933062987734,24.462636928650745,6237.614979443911,54.60276858689582,0.0,0.0,84.71271412245721,0.0,0.0,0.0,66.84144271021151,1155.7119653584632,1344.5620086227987,1552.7690545853998,96.58398553470295,13.83983133689645,13.839831336896452,228914.97492765728,0.0,127.40457623652202,504.752099951674,0.0,50.88591040094064,13.433165820886776,9.183255033838888
8.0,620.559064919177,6274.527268543737,0.0,1992.6232325343965,50.60276858689582,14.923975668896063,17.6933062987734,20.462636928650745,6227.815987143492,53.60276858689582,0.0,0.0,68.71271412245721,0.0,0.0,0.0,60.84144271021151,1083.5401868813622,1256.1102432365253,1459.788581028171,83.58398553470295,12.83983133689645,13.839831336896452,228872.97856234183,0.0,127.40457623652202,505.2271652757355,0.0,51.88591040094064,13.433165820886776,9.183255033838888
9.0,623.390864491015,6266.807161458433,0.0,1994.619983053599,50.60276858689582,12.923975668896063,14.6933062987734,20.462636928650745,6218.700340613527,51.60276858689582,0.0,0.0,61.712714122457214,0.0,0.0,0.0,51.84144271021151,1004.6785149134132,1168.1878603677287,1383.320415693621,83.58398553470295,12.83983133689645,12.839831336896452,228854.08515942222,0.0,127.40457623652202,505.72910067311926,0.0,51.88591040094064,13.433165820886776,9.183255033838888
10.0,585.7634703589459,6262.600225151319,0.0,1963.4780037590365,47.60276858689582,12.923975668896063,12.6933062987734,18.462636928650745,6206.020143292659,51.60276858689582,0.0,0.0,50.712714122457214,0.0,0.0,0.0,48.84144271021151,933.7127276336169,1072.4989262845102,1301.5088530383098,74.58398553470295,13.83983133689645,12.839831336896452,228890.93649916866,0.0,127.40457623652202,537.6684409973075,0.0,50.88591040094064,12.433165820886776,9.183255033838888
